track,course_code,course_title,skill_name,relevance
IT Web Development,S-ITPC315,Networking 2,deals,5
IT Web Development,S-ITPC315,Networking 2,both static routing,5
IT Web Development,S-ITPC315,Networking 2,protocols,5
IT Web Development,S-ITPC315,Networking 2,dynamic routing protocols,5
IT Web Development,S-ITPC315,Networking 2,ipv4 and ipv6 address management,2
IT Web Development,S-ITPC315,Networking 2,basic network security,1
IT Web Development,S-ITPC315,Networking 2,security best practices,1
IT Web Development,S-ITPC315,Networking 2,tables,1
IT Web Development,S-ITPC315,Networking 2,proper orientation,1
IT Web Development,S-ITPC315,Networking 2,process,1
IT Web Development,S-ITPC315,Networking 2,algorithms protocols,1
IT Web Development,S-ITPC315,Networking 2,configure routers,1
IT Web Development,S-ITPC315,Networking 2,static routes,2
IT Web Development,S-ITPC315,Networking 2,test,2
IT Web Development,S-ITPC315,Networking 2,common configuration issues,1
IT Web Development,S-ITPC315,Networking 2,configure devices,1
IT Web Development,S-ITPC315,Networking 2,secure remote management,1
IT Web Development,S-ITPC315,Networking 2,network security threats,1
IT Web Development,S-ITPC315,Networking 2,security tools,1
IT Web Development,S-ITPC315,Networking 2,software,1
IT Web Development,S-ITPC315,Networking 2,remote networks,1
IT Web Development,S-ITPC315,Networking 2,connectivity,1
IT Web Development,S-ITPC315,Networking 2,networks,1
IT Web Development,S-ITPC315,Networking 2,static and default route configurations,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,graphical object-oriented programming applications,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,organizations,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,communication mechanisms,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,xml and xml related technologies,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,protocols,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,data exchange,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,different types,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,practical applications,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,standardization,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,data standardization,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,structure,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,customized solutions,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,software technology,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,skills,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,technologies,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,everyday life,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,systems,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,professional software development,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,database programming,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,both online and offline/module-based approach,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,creative problem,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,techniques,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,data,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,xml documents,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,systems integration,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,much emphasis,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,businesses,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,21cld,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,particularly c# net environment,5
IT Web Development,S-ITPC316,Integrative Programming and Technologies,proficiency,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,developing and managing system applications,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,confidence,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,software development concepts,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,client-based case studies,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,object-oriented programming,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,21stcentury skills,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,raw data,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,visual studio community edition,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,application software,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,different property procedures,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,different forms,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,windows forms application,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,professional systems application designs,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,component,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,platform code,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,c# programming language,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,client-based software application,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,ui/ux experience modules,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,front-end windows forms application,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,design,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,back-end design,1
IT Web Development,S-ITPC316,Integrative Programming and Technologies,system deployment,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,graphical object-oriented programming applications,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,organizations,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,communication mechanisms,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,xml and xml related technologies,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,protocols,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,data exchange,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,different types,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,practical applications,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,standardization,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,data standardization,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,structure,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,customized solutions,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,software technology,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,skills,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,technologies,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,everyday life,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,systems,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,professional software development,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,database programming,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,both online and offline/module-based approach,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,techniques,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,data,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,xml documents,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,systems integration,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,much emphasis,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,businesses,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,21cld,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,particularly c# net environment,5
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,proficiency,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,developing and managing system applications,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,confidence,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,software development concepts,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,client-based case studies,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,object-oriented programming,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,21stcentury skills,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,raw data,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,visual studio community edition,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,application software,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,different property procedures,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,different forms,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,windows forms application,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,professional systems application designs,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,component,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,platform code,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,c# programming language,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,client-based software application,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,ui/ux experience modules,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,front-end windows forms application,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,design,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,back-end design,1
IT Web Development,S-ITPC316LA,Integrative Programming and Technologies,system deployment,1
IT Web Development,S-ITWB311LA,Web Development,web development,5
IT Web Development,S-ITWB311LA,Web Development,website development,2
IT Web Development,S-ITWB311LA,Web Development,microsoft internet explorer browser,1
IT Web Development,S-ITWB311LA,Web Development,mysql,2
IT Web Development,S-ITWB311LA,Web Development,program server-side web pages,1
IT Web Development,S-ITWB311LA,Web Development,deals,5
IT Web Development,S-ITWB311LA,Web Development,web-based application,1
IT Web Development,S-ITWB311LA,Web Development,frameworks,1
IT Web Development,S-ITWB311LA,Web Development,create codes,1
IT Web Development,S-ITWB311LA,Web Development,different structures,1
IT Web Development,S-ITWB311LA,Web Development,designs,1
IT Web Development,S-ITWB311LA,Web Development,website,1
IT Web Development,S-ITWB311LA,Web Development,development,1
IT Web Development,S-ITWB311LA,Web Development,design standards,1
IT Web Development,S-ITWB311LA,Web Development,design,1
IT Web Development,S-ITWB311LA,Web Development,planning layout,1
IT Web Development,S-ITWB311LA,Web Development,web development concepts,1
IT Web Development,S-ITWB311LA,Web Development,technological areas,1
IT Web Development,S-ITWB311LA,Web Development,demonstrate 21st century skills,1
IT Web Development,S-ITWB311LA,Web Development,characteristics,1
IT Web Development,S-ITWB311LA,Web Development,study,1
IT Web Development,S-ITWB311LA,Web Development,common uses,1
IT Web Development,S-ITWB311LA,Web Development,operator types,1
IT Web Development,S-ITWB311LA,Web Development,types,1
IT Web Development,S-ITWB311LA,Web Development,decision-making statements,1
IT Web Development,S-ITWB311LA,Web Development,developing web pages,1
IT Web Development,S-ITWB311LA,Web Development,web page development,1
IT Web Development,S-ITWB311LA,Web Development,arrays,1
IT Web Development,S-ITWB311LA,Web Development,php web concepts,1
IT Web Development,S-ITWB312,Mobile Enterprise System,ethical issues,1
IT Web Development,S-ITWB312,Mobile Enterprise System,principles,1
IT Web Development,S-ITWB312,Mobile Enterprise System,privacy,1
IT Web Development,S-ITWB312,Mobile Enterprise System,tools,2
IT Web Development,S-ITWB312,Mobile Enterprise System,native android mobile application environment,1
IT Web Development,S-ITWB312,Mobile Enterprise System,tasks,1
IT Web Development,S-ITWB312,Mobile Enterprise System,latest android studio,1
IT Web Development,S-ITWB312,Mobile Enterprise System,mobile enterprise,1
IT Web Development,S-ITWB312,Mobile Enterprise System,information system,1
IT Web Development,S-ITWB312,Mobile Enterprise System,mobile application development,5
IT Web Development,S-ITWB312,Mobile Enterprise System,user experience,1
IT Web Development,S-ITWB312,Mobile Enterprise System,discussions,1
IT Web Development,S-ITWB312,Mobile Enterprise System,information systems,1
IT Web Development,S-ITWB312,Mobile Enterprise System,other open-source software,1
IT Web Development,S-ITWB312,Mobile Enterprise System,actual device,1
IT Web Development,S-ITWB312,Mobile Enterprise System,android platform,1
IT Web Development,S-ITWB312,Mobile Enterprise System,security,1
IT Web Development,S-ITWB312,Mobile Enterprise System,user interface,1
IT Web Development,S-ITWB312,Mobile Enterprise System,development techniques,1
IT Web Development,S-ITWB312,Mobile Enterprise System,touchscreen mobile devices,1
IT Web Development,S-ITWB312,Mobile Enterprise System,methodologies,1
IT Web Development,S-ITWB312,Mobile Enterprise System,mobile application concept,1
IT Web Development,S-ITWB312,Mobile Enterprise System,client-based case study,1
IT Web Development,S-ITWB312,Mobile Enterprise System,implement object oriented way,1
IT Web Development,S-ITWB312,Mobile Enterprise System,programming,1
IT Web Development,S-ITWB312,Mobile Enterprise System,view,2
IT Web Development,S-ITWB312,Mobile Enterprise System,mobile application,4
IT Web Development,S-ITWB312,Mobile Enterprise System,control,2
IT Web Development,S-ITWB312,Mobile Enterprise System,model,2
IT Web Development,S-ITWB312,Mobile Enterprise System,design,2
IT Web Development,S-ITWB312,Mobile Enterprise System,pilot testing,1
IT Web Development,S-ITWB312,Mobile Enterprise System,real android devices,1
IT Web Development,S-ITWB312,Mobile Enterprise System,complete mobile application,1
IT Web Development,S-ITWB312,Mobile Enterprise System,demonstrate 21st century skills,1
IT Web Development,S-ITWB312,Mobile Enterprise System,android studio,1
IT Web Development,S-ITWB312,Mobile Enterprise System,basic android controls,1
IT Web Development,S-ITWB312,Mobile Enterprise System,test correctness,1
IT Web Development,S-ITWB312,Mobile Enterprise System,evaluate user interface and user experience,1
IT Web Development,S-ITWB312,Mobile Enterprise System,android controls,1
IT Web Development,S-ITWB312,Mobile Enterprise System,introduction,1
IT Web Development,S-ITWB312,Mobile Enterprise System,sql commands,1
IT Web Development,S-ITWB312,Mobile Enterprise System,online database,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,ethical issues,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,principles,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,privacy,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,tools,2
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,native android mobile application environment,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,tasks,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,latest android studio,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,mobile enterprise,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,information system,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,mobile application development,5
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,user experience,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,other open source software,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,introduction,5
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,discussions,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,information systems,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,actual device,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,android platform,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,security,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,user interface,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,development techniques,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,touchscreen mobile devices,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,methodologies,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,mobile application concept,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,client-based case study,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,implement object oriented way,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,programming,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,view,2
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,mobile application,4
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,control,2
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,model,2
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,design,2
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,pilot testing,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,real android devices,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,complete mobile application,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,demonstrate 21st century skills,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,android studio,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,basic android controls,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,test correctness,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,evaluate user interface and user experience,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,android controls,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,sql commands,1
IT Web Development,S-ITWB312LA,Mobile Enterprise System Laboratory,online database,1
IT Web Development,S-ITPE 001,IT Professional Elective,object-oriented programming,5
IT Web Development,S-ITPE 001,IT Professional Elective,method overriding,1
IT Web Development,S-ITPE 001,IT Professional Elective,generic programming,1
IT Web Development,S-ITPE 001,IT Professional Elective,information hiding,1
IT Web Development,S-ITPE 001,IT Professional Elective,method overloading,1
IT Web Development,S-ITPE 001,IT Professional Elective,topics,1
IT Web Development,S-ITPE 001,IT Professional Elective,emphasis,1
IT Web Development,S-ITPE 001,IT Professional Elective,class inheritance,1
IT Web Development,S-ITPE 001,IT Professional Elective,object-oriented design approaches,1
IT Web Development,S-ITPE 001,IT Professional Elective,hands-on experience,1
IT Web Development,S-ITPE 001,IT Professional Elective,python programming language,1
IT Web Development,S-ITPE 001,IT Professional Elective,group programming projects,1
IT Web Development,S-ITPE 001,IT Professional Elective,applications,1
IT Web Development,S-ITPE 001,IT Professional Elective,programming,1
IT Web Development,S-ITPE 001,IT Professional Elective,examine program functionality,1
IT Web Development,S-ITPE 001,IT Professional Elective,object-oriented programming concepts,1
IT Web Development,S-ITPE 001,IT Professional Elective,design programs,1
IT Web Development,S-ITPE 001,IT Professional Elective,demonstrate 21st century skills,1
IT Web Development,S-ITPE 001,IT Professional Elective,available online python compilers,1
IT Web Development,S-ITPE 001,IT Professional Elective,basic i/o statements,1
IT Web Development,S-ITPE 001,IT Professional Elective,program output,1
IT Web Development,S-ITPE 001,IT Professional Elective,program execution,1
IT Web Development,S-ITPE 001,IT Professional Elective,program,1
IT Web Development,S-ITPE 001,IT Professional Elective,test correctness,1
IT Web Development,S-ITPE 001,IT Professional Elective,validate program input,1
IT Web Development,S-ITPE 001,IT Professional Elective,object-oriented programming language,1
IT Web Development,S-ITPE 001,IT Professional Elective,objects,1
IT Web Development,S-ITPE 001,IT Professional Elective,differentiate class,1
IT Web Development,S-ITPE 001,IT Professional Elective,class members,1
IT Web Development,S-ITPE 001,IT Professional Elective,differentiate access levels,1
IT Web Development,S-ITPE 001,IT Professional Elective,classes,1
IT Web Development,S-ITPE 001,IT Professional Elective,created user-defined classes,1
IT Web Development,S-ITPE 001,IT Professional Elective,program exceptions,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,object-oriented programming,5
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,method overriding,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,generic programming,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,information hiding,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,method overloading,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,topics,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,emphasis,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,class inheritance,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,object-oriented design approaches,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,hands-on experience,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,python programming language,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,group programming projects,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,applications,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,programming,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,examine program functionality,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,object-oriented programming concepts,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,design programs,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,demonstrate 21st century skills,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,available online python compilers,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,basic i/o statements,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,program output,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,program execution,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,program,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,test correctness,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,validate program input,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,object-oriented programming language,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,objects,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,differentiate class,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,class members,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,differentiate access levels,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,classes,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,created user-defined classes,1
IT Web Development,S-ITPE 001LA,IT Professional Elective Laboratory,program exceptions,1
IT Web Development,S-ITPE002,IT Professional Elective 2,principles,1
IT Web Development,S-ITPE002,IT Professional Elective 2,memory management,1
IT Web Development,S-ITPE002,IT Professional Elective 2,file systems,1
IT Web Development,S-ITPE002,IT Professional Elective 2,modern computer operating systems,1
IT Web Development,S-ITPE002,IT Professional Elective 2,operation,1
IT Web Development,S-ITPE002,IT Professional Elective 2,core principles,5
IT Web Development,S-ITPE002,IT Professional Elective 2,future years,1
IT Web Development,S-ITPE002,IT Professional Elective 2,security,1
IT Web Development,S-ITPE002,IT Professional Elective 2,process,1
IT Web Development,S-ITPE002,IT Professional Elective 2,scheduling,1
IT Web Development,S-ITPE002,IT Professional Elective 2,common scheduling algorithms,1
IT Web Development,S-ITPE002,IT Professional Elective 2,access memory management,1
IT Web Development,S-ITPE002,IT Professional Elective 2,operating system implementation,1
IT Web Development,S-ITPE002,IT Professional Elective 2,device input output system,1
IT Web Development,S-ITPE002,IT Professional Elective 2,students skills,1
IT Web Development,S-ITPE002,IT Professional Elective 2,table structure,1
IT Web Development,S-ITPE002,IT Professional Elective 2,file,1
IT Web Development,S-ITPE002,IT Professional Elective 2,storage management,1
IT Web Development,S-ITPE002,IT Professional Elective 2,storage management problem,1
IT Web Development,S-ITPE002,IT Professional Elective 2,different kinds,2
IT Web Development,S-ITPE002,IT Professional Elective 2,properties,1
IT Web Development,S-ITPE002,IT Professional Elective 2,abstract view,1
IT Web Development,S-ITPE002,IT Professional Elective 2,computer systems,1
IT Web Development,S-ITPE002,IT Professional Elective 2,systems,1
IT Web Development,S-ITPE002,IT Professional Elective 2,major functions,1
IT Web Development,S-ITPE002,IT Professional Elective 2,operating system,1
IT Web Development,S-ITPE002,IT Professional Elective 2,users,1
IT Web Development,S-ITPE002,IT Professional Elective 2,i/o burst cycle,1
IT Web Development,S-ITPE002,IT Professional Elective 2,cpu scheduling,1
IT Web Development,S-ITPE002,IT Professional Elective 2,multi-programmed operating system,1
IT Web Development,S-ITPE002,IT Professional Elective 2,some different metrics,1
IT Web Development,S-ITPE002,IT Professional Elective 2,scheduling decisions,1
IT Web Development,S-ITPE002,IT Professional Elective 2,-emptive and non-preemptive scheduling,1
IT Web Development,S-ITPE002,IT Professional Elective 2,measurement,1
IT Web Development,S-ITPE002,IT Professional Elective 2,unknown scheduling parameters,1
IT Web Development,S-ITPE002,IT Professional Elective 2,hardware,1
IT Web Development,S-ITPE002,IT Professional Elective 2,logical and physical addresses,1
IT Web Development,S-ITPE002,IT Professional Elective 2,memory protection,1
IT Web Development,S-ITPE002,IT Professional Elective 2,segmentation,2
IT Web Development,S-ITPE002,IT Professional Elective 2,address binding concept,1
IT Web Development,S-ITPE002,IT Professional Elective 2,table,1
IT Web Development,S-ITPE002,IT Professional Elective 2,described benefits,1
IT Web Development,S-ITPE002,IT Professional Elective 2,virtual memory system,1
IT Web Development,S-ITPE002,IT Professional Elective 2,allocation,1
IT Web Development,S-ITPE002,IT Professional Elective 2,direct memory access,1
IT Web Development,S-ITPE002,IT Professional Elective 2,files,1
IT Web Development,S-ITPE002,IT Professional Elective 2,disk storage management,1
IT Web Development,S-ITPE002,IT Professional Elective 2,mass storage,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,open-source industry,5
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,operation,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,security and administration related topics server management,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,permissions,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,major components,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,security,2
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,process,3
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,users,2
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,operating system implementation,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,device input output system,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,students skills,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,table structure,2
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,storage management,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,file,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,storage management problem,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,different kinds,4
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,properties,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,os especially linux,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,what operating system,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,linux,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,systems,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,major functions,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,operating system,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,linux operation,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,linux users,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,linux operating system,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,hardware,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,logical and physical addresses,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,memory protection,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,segmentation,2
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,address binding concept,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,described benefits,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,virtual memory system,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,allocation,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,direct memory access,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,files,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,directory,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,disk storage management,1
IT Web Development,S-ITPE002LA,It Professional Elective 2 Laboratory,mass storage,1
IT Web Development,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LEC),integration,1
